40,IV 结出果子,结果子的生命,LQ08,LQ07,我的生命正在结什么果子？,容易用活动量、知识量、忙碌程度代替生命果子。,约15：1-8,在基督里结果子；加5：22-23,看见生命果子与行动：路6：43-45,结果子、住在基督里、荣耀父：约15：1-8,检视→住在→结果,真正的果子不是靠自我制造，而是从住在基督里产生，并在生活中变得可见。,真正的果子不是靠自己制造，而是从住在基督里产生。,检视,主日从“做了多少”转向“结出了什么”,选一个果子维度（爱、忍耐、节制等），观察一周。,本周在一个最容易失控的场景刻意练习一个果子。,我的生活最明显结出什么果子？什么地方仍然需要基督？,伙伴只反馈具体行为变化。,从活动成果转向生命果子,让成熟成为别人可以受益的生命,A,◎
41,IV 结出果子,成长需要时间,LQ07,LQ04,为什么生命成长需要时间？,看不到明显变化就灰心，或把一次进步当成已经成熟。,腓1：6,神开始的善工必成全；林后3：18,门徒逐步明白、逐步成熟：路9：18-27；24：13-35,住在基督里持续结果子：约15：1-5,承认过程→坚持→盼望,生命成长是持续过程，不因“尚未完成”就否定神正在做的工作。,还没有完成，不等于没有成长。,坚持,主日建立“过程观”而非“速成观”,找出一个今年真正开始变化的地方，并感谢神。,允许一个长期操练继续30天，不因一次失败取消。,我是否只看见没做到的，却没看见已经开始的？,伙伴帮忙指出可见的小变化。,从速成期待转向持续成长,学习鼓励别人坚持小步前行,A,◎
42,IV 结出果子,成为祝福,LQ08,LQ02,我可以成为谁的祝福？,受过帮助，却很少想过自己也能成为别人的安慰和支持。,林后1：3-4,神安慰我们，使我们能安慰别人,耶稣带着怜悯接近受苦者：路7：11-17；10：25-37,彼此相爱、为朋友舍命：约15：12-13,领受→转化→给予,神在人的经历中所赐的安慰和恩典，可以成为安慰别人的资源。,你曾领受的安慰，也可以成为别人今天需要的安慰。,祝福,主日把经历从“我的故事”转成“可祝福别人的资源”,用一句真实而具体的话安慰一个正在受苦的人。,主动陪伴一个需要帮助的人一次。,哪些经历让别人觉得“你真的懂我”？,伙伴分享一次安慰经验。,从受恩典者转向安慰者,用经历服事人而非自我中心讲述,A,◎
43,IV 结出果子,可学习的生活,LQ08,LQ01,别人可以从我的生命学到什么？,家庭、同工、孩子和朋友都在看，却不一定听你讲道。,腓4：9,所学所领受所听所见都要实行,耶稣以生活教导门徒：路6：40；11：1,看见与实行、彼此相爱：约13：12-17,观察→反思→调整,别人不只听你说什么，也会从你的日常选择学习怎样跟随基督。,别人从你的生活学到什么，往往比你说什么更深。,影响,主日做“生命镜子”,让一个熟悉你的人说出他从你身上看到的一种习惯。,选择一个会影响别人的习惯，刻意调整一周。,如果别人照着我现在的生活学，他们会学到什么？,伙伴只给一个具体观察。,从有道理转向有榜样,让影响力成为门训资源,A,◎
44,IV 结出果子,从领受走向传递,LQ08,—,怎样把自己领受的传给别人？,自己被帮助过，却没有形成稳定的传递习惯。,路6：40,受训练的人像他的先生；约13：15；彼后1,“所行”的传递与门徒陪伴：路9：1-6；10：1-9,门徒跟随、彼此相爱、被差遣：约15：12-17；20：21,领受→示范→陪伴→传递,生命传递不是复制答案，而是帮助另一个人学习跟随基督。,真正的生命传递，从自己先成为一个正在跟随基督的人开始。,传递,主日介绍“门徒化而非课程化”,选一个人，持续为他提供一次可观察、可跟随的陪伴。,本周完成一次共同实践，而不是单向讲解。,我最想传给别人的是知识、经验，还是一种生活方式？,伙伴观察陪伴是否具体。,从接受门训进入传递门训,形成1对1或小型陪伴关系,B,○
45,IV 结出果子,陪伴一个人,LQ08,LQ06,我怎样帮助另一个人跟随基督？,想帮助人，却容易变成教训、控制或替对方做决定。,约21：15-17,牧养、坚固群体；林前12：7,耶稣差遣并托付门徒：路9：1-6；10：1-9,你爱我吗？牧养我的羊：约21：15-17,关系→提问→陪伴→交托,跟随基督的人，也学习照顾和成全另一个生命，而不是控制他的成长。,帮助别人跟随，不等于替别人活。,陪伴,主日训练“陪伴而非控制”,为一个人问三个问题：近况、经文、下一步。,约一次，陪对方做一个实际生命操练。,我是在帮助他成长，还是在让他按我的方式成长？,伙伴反馈陪伴是否留有自主空间。,从教导别人转向成全别人,建立可持续门徒关系,A,◎
46,IV 结出果子,痛苦成为安慰,LQ07,LQ08,我的失败还能成为别人的帮助吗？,曾经受过苦，却常觉得这些经历只能留下伤口。,林后1：3-7,患难→安慰→安慰别人；林后4：7-18,受苦中的见证与安慰：路22：31-32；24,经历苦难仍有盼望：约16：33；21,回顾→转化→陪伴,神不美化患难，却能使人在受安慰之后成为别人的安慰者。,你的患难不必成为白受，也可以在神手中成为安慰别人的力量。,转化痛苦,主日从“为什么是我”进一步走向“我怎样陪伴别人”,把一次经历整理成“我曾怎样被帮助—现在我能怎样帮助”。,本周陪伴一个正在经历类似困难的人。,这段经历今天还能让我更理解谁？,伙伴关注安全边界，不逼人分享创伤细节。,从痛苦孤立转向有边界的安慰,成为受苦者的陪伴者,A,◎
47,IV 结出果子,忠心到底,LQ03,LQ04,怎样忠心走完自己的路？,长期成长中最难的是没有掌声、没有即时结果时继续前行。,腓3：12-14,忘记背后、努力面前、向着标竿直跑,持续跟随、忍耐与祷告：路9：23；18：1,住在基督里直到结果子：约15：4-8,坚持→回望→继续,成熟不是已经完全，而是承认尚未完全，却继续向基督所呼召的方向前进。,成熟不是已经完全，而是继续向着基督所呼召的方向前进。,坚持,主日帮助人接受“持续忠心”,选择一个最重要的长期操练，重新设定未来30天。,本周完成一次“没人看见也要做”的忠心行动。,什么会让我在没有回报时停止？,伙伴负责提醒，不负责监督每个细节。,从短期热情转向长期忠心,帮助别人坚持而非制造压力,A,◎
48,IV 结出果子,生命留下什么,LQ08,LQ07,我的生命能够留下什么？,担心人生最终只剩财产、照片和零散成就。,约15：16,结果子且常存；林前15：58,忠心、财富与神国：路12：13-21；16,结果子、差遣、彼此相爱：约15：8-17,辨认→投资→存留,值得存留的不是短暂的自我成就，而是从基督而来的生命果子、爱与他人生命的建造。,不要只追求短暂成果，让生命结出能够存留的果子。,存留,主日重新定义“留下”,列出三件希望长期影响别人生命的事，选一件开始。,把时间投向一项能长期造福别人的关系或操练。,多年后别人最可能记住我什么？,伙伴问“什么值得长期投资？”,从留下名声转向留下生命果子,把影响力转向人而非名声,A,◎
49,IV 结出果子,传下什么,LQ06,LQ08,什么值得传下去？,容易把传承理解为钱、房子、成绩或家族名声。,腓4：9,所学所领受所听所见→实行；林前11：1,信仰在家庭与门徒关系中传递：路6：40；8：19-21,彼此相爱、让人知道你是我的门徒：约13：34-35,辨认→示范→传递,最值得传递的，不只是拥有的东西，而是怎样生活、怎样爱人、怎样跟随基督。,真正值得传下去的，不只是拥有的东西，而是怎样生活、怎样跟随基督。,传承,主日把“继承物”转为“生命方式”,选一项自己希望传下去的生活习惯，先让下一代看到。,本周和一个比自己年轻的人一起做一件有意义的事，而非单向教导。,我真正希望下一代从我身上学到什么？,伙伴反馈是否“可见、可模仿”。,从物质传承转向生命传承,为下一代提供可模仿的生活,B,○
50,IV 结出果子,重新献上,LQ08,—,如果今天重新开始，我愿意把生命交给什么？,经历一年后容易再次问：接下来到底把自己交给什么？,罗12：1-2,将身体献上、心意更新、察验旨意,跟随、舍己、神国优先：路9：23-25；12：31,差遣、为朋友舍命、结果子：约20：21；15：13-16,回顾→献上→委身,成熟不是更会安排自己，而是越来越愿意把自己交还给神，并在具体生活中委身。,不要只问我要得到什么，也问我愿意把自己交给什么。,重新献上,主日作为全年一次“重新委身”,写下未来一年最愿意忠心投入的三项托付。,为其中一项做一个30天具体计划并告诉伙伴。,如果重新开始，我最愿意为谁、为哪件事忠心？,伙伴帮助把委身变成可执行计划。,从自我管理转向献上与委身,把委身落到关系、职业与使命,A,◎
51,IV 结出果子,回顾成长,全体,—,这一年，我哪些地方开始不一样？,人常记得失败与欠缺，却不容易看见神已经开始的工作。,腓4：8-9,思想、学习、领受、看见→实行,门徒回顾所经历的一切：路24：32；44-49,回顾住在基督里的生命：约15：1-8,回顾→感谢→辨认,年度回顾不是给自己打分，而是辨认神的工作、自己的回应，以及下一步仍需学习的地方。,不要只问自己做得怎样，也问：神这一年在哪里改变了我？,整合,主日进行52周生命回顾,选出三件真实改变、一项仍需成长、一个要继续的实践。,写一页“这一年我的生命故事”，不是成绩报告。,哪一个改变最值得感谢？哪一项仍需要继续？,伙伴分享一项改变与一项下一步。,从自我评估转向感恩与整合,把见证整理成可分享的生命故事,A,○
